id,title,description,availability,condition,price,link,image_link,brand
SP-011,SP-011 | HẮC SƠN TINH SA,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Specimen tinh thể thô. Mẫu hấp dẫn bởi cấu trúc thô và bề mặt dày đặc các tinh thể nhỏ. Khi có đèn chiếu, hàng nghìn điểm nhỏ bắt sáng khiến toàn khối thay đổi rõ rệt. Đây là kiểu specimen phù hợp hơn với người sưu tầm khoáng vật thay vì chỉ tìm một vật phẩm bóng đẹp. Form đá, mật độ tinh thể và từng vùng bề mặt đều do tự nhiên quyết định. Inbox mã SP-011 để xem cận cảnh.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-011,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-011.jpg,Da - Tra - Tu Vi
SP-012,SP-012 | TUYẾT LIÊN THIÊN THÀNH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cụm tinh thể trắng. Nhìn trực diện, mẫu đá tạo cảm giác như hàng trăm cánh tuyết nhỏ mọc ra từ cùng một lõi. Càng nhìn gần càng thấy cấu trúc phức tạp và bất quy tắc. Đặt trên đế gỗ tối hoặc trong tủ kính có ánh sáng dịu sẽ làm nổi cấu trúc tốt hơn. Theo quan niệm truyền thống, sắc trắng gợi sự thanh nhã và cân bằng. Inbox mã SP-012 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-012,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-012.jpg,Da - Tra - Tu Vi
SP-013,SP-013 | KIM LIÊN ĐẠI ĐÓA,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cụm tinh thể vàng lớn. Khối tinh thể vàng kích thước lớn tạo ấn tượng nhờ form tỏa rộng và sắc vàng mạnh. Dưới đèn, các mặt tinh thể phản sáng thành nhiều lớp, khiến toàn bộ khối giống một đóa hoa đang mở. Đây là dạng vật phẩm hợp phòng khách, showroom hoặc tủ sưu tầm lớn. Mỗi nhánh tinh thể là kết quả của quá trình phát triển tự nhiên nên hình thể tổng thể không lặp lại. Inbox mã SP-013 để xem video toàn khối.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-013,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-013.jpg,Da - Tra - Tu Vi
SP-014,SP-014 | KHỔNG TƯỚC SƠN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Malachite. Malachite nổi bật không chỉ nhờ màu xanh mà còn bởi những vòng vân, đường lượn và nhiều cấp độ sắc xanh nằm trong cùng một khối. Mẫu này có hệ vân chạy mạnh, càng nhìn gần càng xuất hiện nhiều lớp hình ảnh nhỏ bên trong. Theo quan niệm ngũ hành, sắc xanh thường được liên hệ với hành Mộc và hình tượng sinh trưởng. Đây là mẫu hợp người sưu tầm Malachite hoặc muốn một điểm nhấn xanh mạnh trong không gian. Inbox mã SP-014 để xem video chi tiết vân.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-014,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-014.jpg,Da - Tra - Tu Vi
SP-015,SP-015 | LỤC QUANG SƠN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Đá xanh xuyên sáng theo nguồn. Bên ngoài, các lớp màu xanh – vàng tạo cảm giác khá trầm. Khi rọi đèn từ phía sau, vùng màu bên trong lập tức phát sáng và lộ thêm nhiều lớp cấu trúc. Đây là dạng specimen rất hợp trưng cùng spotlight hoặc đèn soi đá. Giá trị chơi nằm ở vùng xuyên sáng, bố cục màu và hình dáng tự nhiên của khối. Inbox mã SP-015 để xem video soi sáng.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-015,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-015.jpg,Da - Tra - Tu Vi
SP-016,SP-016 | HẮC LAM HERO,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cuội Hero Obsidian theo nguồn. Bên ngoài mẫu khá tối, nhưng khi soi đèn vùng xanh lam nằm sâu bên trong nổi lên rõ rệt. Chính cảm giác “hai diện mạo” làm mẫu thú vị: ban ngày là một khối đá decor trầm, có ánh sáng lại trở thành một vật phẩm khác. Form cuội mềm và cân bằng, hợp bàn làm việc hoặc kệ nhỏ. Inbox mã SP-016 để xem video hiệu ứng ánh sáng.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-016,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-016.jpg,Da - Tra - Tu Vi
SP-017,SP-017 | HỒNG NGỌC TAM TRỤ,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Ruby nguyên bản theo nguồn. Khác với Ruby đã mài giác trên trang sức, specimen Ruby giữ lại hình thể nguyên bản, bề mặt thô và sắc đỏ hồng không đồng đều tuyệt đối. Chính những yếu tố đó tạo cá tính riêng. Mẫu gồm các tinh thể dựng trên đôn gỗ, hợp người muốn bắt đầu sưu tầm đá quý nguyên bản. Theo quan niệm phương Đông, sắc đỏ thường tượng trưng cho sinh khí và nhiệt huyết. Inbox mã SP-017 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-017,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-017.jpg,Da - Tra - Tu Vi
SP-018,SP-018 | BÍCH TUYẾT ĐẠI SƠN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Obsidian bông tuyết theo nguồn. Một khối lớn với diện tích đủ để phô nhiều vùng xanh, cụm trắng và cấu trúc bên trong. Điểm đẹp nhất xuất hiện khi dùng đèn soi: độ trong và các cụm “tuyết” trở nên rõ hơn. Đặt trên đôn gỗ, khối đá đã đủ thành một tác phẩm decor độc lập. Inbox mã SP-018 để xem video soi sáng toàn khối.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-018,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-018.jpg,Da - Tra - Tu Vi
SP-019,SP-019 | LAM DIỆM SAPPHIRE,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Obsidian Hero Sapphire theo nguồn. Sắc xanh của mẫu không chỉ nằm trên bề mặt. Khi ánh sáng xuyên qua, vùng lam sâu bên trong bật lên mạnh, tạo hiệu ứng gần như phát sáng. Form nguyên bản dựng thẳng trên đôn gỗ cho cảm giác như một ngọn núi nhỏ. Phù hợp người thích màu xanh đậm nhưng không muốn vật phẩm quá rực khi không bật đèn. Inbox mã SP-019 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-019,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-019.jpg,Da - Tra - Tu Vi
SP-020,SP-020 | KIM MẠCH THIÊN THẠCH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Khoáng vật ánh kim theo nguồn. Những mảng vàng, xanh kim loại và nền đá tối chen nhau tạo cảm giác như một lát cắt khoáng mạch trong lòng đất. Mỗi mặt của khối cho một bố cục khác nhau: có vùng ánh vàng nhiều, có vùng ánh xanh, có nơi chỉ để lộ một đường khoáng nhỏ. Đây là kiểu mẫu phù hợp cho người sưu tầm specimen ánh kim. Inbox mã SP-020 để xem video xoay đá.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-020,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-020.jpg,Da - Tra - Tu Vi
SP-021,SP-021 | AQUAMAN NGỌC KHỐI,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Obsidian Aquaman màu nước theo nguồn. Mẫu nổi bật ở sắc xanh nước biển, mát và sạch, khác những dòng Obsidian tối màu thường thấy. Khối lớn giúp màu xanh có diện tích thể hiện tốt hơn và các vùng đậm nhạt trở nên rõ. Phù hợp với không gian hiện đại, nội thất gỗ hoặc nền tối để tạo tương phản. Theo quan niệm phong thủy, sắc xanh thường được chọn khi muốn tạo cảm giác bình ổn và nhẹ. Inbox mã SP-021 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-021,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-021.jpg,Da - Tra - Tu Vi
SP-022,SP-022 | HỒNG NGỌC NGUYÊN KHỐI,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Ruby/Hồng ngọc nguyên bản theo nguồn. Một khối Ruby nguyên bản mang cảm giác rất khác viên đá đã mài giác. Ở đây, thứ đáng xem là màu đỏ hồng tự nhiên, kết cấu bề mặt, hình dáng khối và những phần không hoàn hảo. Đặt trên đôn gỗ, khối đá trở thành món decor có màu mạnh nhưng vẫn giữ được vẻ tự nhiên. Phù hợp người đã chơi trang sức đá quý và muốn chuyển sang specimen nguyên bản. Inbox mã SP-022 để xem thêm hình/video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-022,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-022.jpg,Da - Tra - Tu Vi
SP-023,SP-023 | KIM SA CỔ MỘC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Specimen tinh thể li ti theo nguồn. Mẫu thu hút bởi vô số tinh thể nhỏ mọc dày trên nền đá, tạo bề mặt như phủ một lớp kim sa. Đặt dưới ánh sáng trực tiếp, từng điểm nhỏ phản sáng khiến bề mặt gần như chuyển động khi người xem đổi vị trí. Đây là mẫu rất hợp tủ kính có spotlight. Người chơi specimen thường mê chính những cấu trúc càng nhìn gần càng phát hiện nhiều chi tiết. Inbox mã SP-023 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-023,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-023.jpg,Da - Tra - Tu Vi
SP-024,SP-024 | HẮC KIM SA LINH MỘC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Specimen tinh thể dạng thân cây theo nguồn. Mẫu mang dáng phát triển theo chiều đứng, bề mặt phủ dày tinh thể li ti. Nhìn xa có cảm giác như một thân cây cổ thụ, nhìn gần lại là hàng nghìn bề mặt khoáng vật bắt sáng. Đây là kiểu specimen dành cho người thích tìm hình tượng tự nhiên trong đá mà không cần điêu khắc. Inbox mã SP-024 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-024,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-024.jpg,Da - Tra - Tu Vi
SP-025,SP-025 | KIM SƠN PYRITE,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Pyrite/Vàng găm theo nguồn. Pyrite hấp dẫn bởi bề mặt ánh kim giống kim loại. Ở mẫu lớn, các vùng ánh vàng chen giữa phần đá thô tạo thành các mạch tự nhiên và thay đổi rõ dưới đèn điểm. Theo văn hóa phong thủy, sắc vàng kim thường gắn với hình tượng sung túc; dưới góc độ sưu tầm, điều quyết định vẫn là form, bố cục khoáng và độ bắt sáng. Inbox mã SP-025 để xem video cận ánh kim.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-025,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-025.jpg,Da - Tra - Tu Vi
SP-026,SP-026 | KHỔNG TƯỚC NGỌC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Malachite. Một mẫu Malachite khác với hệ vân hoàn toàn riêng. Các vòng tròn, đường xoắn và dải xanh đậm – nhạt tạo nên bố cục như một bức tranh tự nhiên. Cùng một loại khoáng vật nhưng mỗi phôi mở ra một hệ vân khác, vì thế mỗi khối nên được nhìn như một specimen độc lập. Inbox mã SP-026 để xem cận vân.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-026,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-026.jpg,Da - Tra - Tu Vi
SP-027,SP-027 | AQUAMAN THẠCH NOÃN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cuội suối Obsidian Aquaman theo nguồn. Viên Aquaman này đẹp chính nhờ form cuội tròn mềm, dấu vết bề mặt và sắc xanh tự nhiên. Cảm giác trưng bày khác hoàn toàn những sản phẩm mài bóng công nghiệp: giống một mẫu vật được giữ nguyên cá tính ban đầu rồi đặt lên đế để thưởng thức. Hợp bàn làm việc hoặc người mới chơi đá nguyên bản. Inbox mã SP-027 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-027,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-027.jpg,Da - Tra - Tu Vi
